"step","bid","ask","mid","spread","scenario","timestamp"
62,1001.5,1001.7,1001.6,0.20000000000004547,"mini_flash_crash",1768680499.3372386
63,1001.5,1001.7,1001.6,0.20000000000004547,"mini_flash_crash",1768680499.340807
64,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680499.3451972
65,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680499.3494093
66,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680499.3531218
67,1001.9,1002.1,1002,0.20000000000004547,"mini_flash_crash",1768680499.3564942
68,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680499.3594773
69,1001.7,1002.2,1001.95,0.5,"mini_flash_crash",1768680499.3628323
70,1001.4,1002.5,1001.95,1.1000000000000227,"mini_flash_crash",1768680499.3662615
71,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680499.3696074
72,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680499.3732588
73,1001.9,1002,1001.95,0.10000000000002274,"mini_flash_crash",1768680499.377814
74,1001.9,1002.1,1002,0.20000000000004547,"mini_flash_crash",1768680499.3820734
75,1001.9,1002.1,1002,0.20000000000004547,"mini_flash_crash",1768680499.3869684
76,1002,1002.3,1002.15,0.2999999999999545,"mini_flash_crash",1768680499.3898776
77,1002.1,1002.7,1002.4000000000001,0.6000000000000227,"mini_flash_crash",1768680499.3938658
78,1002,1002.9,1002.45,0.8999999999999773,"mini_flash_crash",1768680499.397378
79,1002.2,1002.7,1002.45,0.5,"mini_flash_crash",1768680499.4007683
80,1002.4,1002.5,1002.45,0.10000000000002274,"mini_flash_crash",1768680499.4053273
81,1002.1,1002.8,1002.45,0.6999999999999318,"mini_flash_crash",1768680499.4127376
82,1002.2,1002.7,1002.45,0.5,"mini_flash_crash",1768680499.4163375
83,1002,1003.3,1002.65,1.2999999999999545,"mini_flash_crash",1768680499.419986
84,1002.6,1003,1002.8,0.39999999999997726,"mini_flash_crash",1768680499.4234211
85,1002.6,1005,1003.8,2.3999999999999773,"mini_flash_crash",1768680499.4264364
86,1003.8,1003.9,1003.8499999999999,0.10000000000002274,"mini_flash_crash",1768680499.4293346
87,1003.8,1004.4,1004.0999999999999,0.6000000000000227,"mini_flash_crash",1768680499.432316
88,1003.8,1004.7,1004.25,0.900000000000091,"mini_flash_crash",1768680499.435489
89,1003.8,1004.9,1004.3499999999999,1.1000000000000227,"mini_flash_crash",1768680499.4390736
90,1003.8,1004.9,1004.3499999999999,1.1000000000000227,"mini_flash_crash",1768680499.442924
91,1004,1004.7,1004.35,0.7000000000000455,"mini_flash_crash",1768680499.4469385
92,1004,1004.7,1004.35,0.7000000000000455,"mini_flash_crash",1768680499.4507182
93,1004.3,1004.5,1004.4,0.20000000000004547,"mini_flash_crash",1768680499.4548576
94,1004.3,1005,1004.65,0.7000000000000455,"mini_flash_crash",1768680499.458839
95,1004.3,1005.6,1004.95,1.3000000000000682,"mini_flash_crash",1768680499.4622247
96,1004.9,1005.7,1005.3,0.8000000000000682,"mini_flash_crash",1768680499.4669533
97,1005.3,1005.7,1005.5,0.40000000000009095,"mini_flash_crash",1768680499.4724576
98,1005.1,1005.7,1005.4000000000001,0.6000000000000227,"mini_flash_crash",1768680499.476365
99,1004.3,1005.4,1004.8499999999999,1.1000000000000227,"mini_flash_crash",1768680499.4792435
100,1004.3,1004.9,1004.5999999999999,0.6000000000000227,"mini_flash_crash",1768680499.482498
101,1004.3,1005.4,1004.8499999999999,1.1000000000000227,"mini_flash_crash",1768680499.4862978
102,1004.1,1005.4,1004.75,1.2999999999999545,"mini_flash_crash",1768680499.4895487
103,1004.1,1005.4,1004.75,1.2999999999999545,"mini_flash_crash",1768680499.4927816
104,1004,1005.5,1004.75,1.5,"mini_flash_crash",1768680499.4961393
105,1004.6,1004.8,1004.7,0.1999999999999318,"mini_flash_crash",1768680499.4993045
106,1003.7,1004.8,1004.25,1.099999999999909,"mini_flash_crash",1768680499.5027933
107,1003.7,1004.3,1004,0.599999999999909,"mini_flash_crash",1768680499.5060742
108,1003.1,1004.9,1004,1.7999999999999545,"mini_flash_crash",1768680499.5107772
109,1002.8,1005.2,1004,2.400000000000091,"mini_flash_crash",1768680499.5139694
110,1003.9,1004.1,1004,0.20000000000004547,"mini_flash_crash",1768680499.518323
111,1003.5,1004.5,1004,1,"mini_flash_crash",1768680499.521328
112,1003.7,1004.3,1004,0.599999999999909,"mini_flash_crash",1768680499.5241232
113,1003.7,1004.3,1004,0.599999999999909,"mini_flash_crash",1768680499.5292377
114,1003.7,1004.3,1004,0.599999999999909,"mini_flash_crash",1768680499.5327346
115,1003.8,1004.2,1004,0.40000000000009095,"mini_flash_crash",1768680499.5369985
116,1003.9,1004.1,1004,0.20000000000004547,"mini_flash_crash",1768680499.5402563
117,1003.9,1004.1,1004,0.20000000000004547,"mini_flash_crash",1768680499.5437498
118,1003.6,1004.4,1004,0.7999999999999545,"mini_flash_crash",1768680499.5472083
119,1002.9,1005.1,1004,2.2000000000000455,"mini_flash_crash",1768680499.5504422
120,1003.2,1004,1003.6,0.7999999999999545,"mini_flash_crash",1768680499.553323
121,1003.5,1003.7,1003.6,0.20000000000004547,"mini_flash_crash",1768680499.5562215
122,1003.3,1003.9,1003.5999999999999,0.6000000000000227,"mini_flash_crash",1768680499.5591974
123,1003,1004,1003.5,1,"mini_flash_crash",1768680499.5622761
124,1003,1004,1003.5,1,"mini_flash_crash",1768680499.565533
125,1003,1004,1003.5,1,"mini_flash_crash",1768680499.5687833
126,1002.6,1003.5,1003.05,0.8999999999999773,"mini_flash_crash",1768680499.5724368
127,1002.1,1003.5,1002.8,1.3999999999999773,"mini_flash_crash",1768680499.5757113
128,1002.1,1002.8,1002.45,0.6999999999999318,"mini_flash_crash",1768680499.5788345
129,1001.9,1002.8,1002.3499999999999,0.8999999999999773,"mini_flash_crash",1768680499.5820746
130,1002.2,1002.5,1002.35,0.2999999999999545,"mini_flash_crash",1768680499.5852985
131,1001.8,1002.8,1002.3,1,"mini_flash_crash",1768680499.5884511
132,1001.8,1002.8,1002.3,1,"mini_flash_crash",1768680499.5921035
133,1002.2,1002.4,1002.3,0.1999999999999318,"mini_flash_crash",1768680499.5950527
134,1002.2,1002.4,1002.3,0.1999999999999318,"mini_flash_crash",1768680499.598416
135,1002,1002.6,1002.3,0.6000000000000227,"mini_flash_crash",1768680499.6034522
136,1002.1,1002.5,1002.3,0.39999999999997726,"mini_flash_crash",1768680499.607396
137,1002.1,1002.5,1002.3,0.39999999999997726,"mini_flash_crash",1768680499.6104968
138,1002.3,1002.5,1002.4,0.20000000000004547,"mini_flash_crash",1768680499.6143396
139,1002.3,1002.6,1002.45,0.3000000000000682,"mini_flash_crash",1768680499.6173422
140,1002.3,1002.6,1002.45,0.3000000000000682,"mini_flash_crash",1768680499.6201143
141,1002.4,1003.5,1002.95,1.1000000000000227,"mini_flash_crash",1768680499.6235282
142,1002.4,1003.5,1002.95,1.1000000000000227,"mini_flash_crash",1768680499.6265273
143,1002.3,1003.6,1002.95,1.3000000000000682,"mini_flash_crash",1768680499.6298258
144,1002.3,1003.6,1002.95,1.3000000000000682,"mini_flash_crash",1768680499.6324518
145,1002.4,1003.5,1002.95,1.1000000000000227,"mini_flash_crash",1768680499.636089
146,1002.4,1003.5,1002.95,1.1000000000000227,"mini_flash_crash",1768680499.6392822
147,1002.4,1003.5,1002.95,1.1000000000000227,"mini_flash_crash",1768680499.6428528
148,1002.8,1003.1,1002.95,0.3000000000000682,"mini_flash_crash",1768680499.646245
149,1002.9,1003.1,1003,0.20000000000004547,"mini_flash_crash",1768680499.6501217
150,1002.9,1003.3,1003.0999999999999,0.39999999999997726,"mini_flash_crash",1768680499.6536746
151,1003,1003.2,1003.1,0.20000000000004547,"mini_flash_crash",1768680499.6570613
152,1003.1,1003.4,1003.25,0.2999999999999545,"mini_flash_crash",1768680499.6597471
153,1003.1,1003.7,1003.4000000000001,0.6000000000000227,"mini_flash_crash",1768680499.6630335
154,1003.1,1003.7,1003.4000000000001,0.6000000000000227,"mini_flash_crash",1768680499.6662486
155,1003.3,1003.5,1003.4,0.20000000000004547,"mini_flash_crash",1768680499.6703877
156,1003.3,1003.5,1003.4,0.20000000000004547,"mini_flash_crash",1768680499.6739805
157,1003.1,1004.7,1003.9000000000001,1.6000000000000227,"mini_flash_crash",1768680499.6790726
158,1003.3,1004.5,1003.9,1.2000000000000455,"mini_flash_crash",1768680499.6818202
159,1003.3,1004.5,1003.9,1.2000000000000455,"mini_flash_crash",1768680499.6850386
160,1003.3,1004.5,1003.9,1.2000000000000455,"mini_flash_crash",1768680499.68833
161,1003.7,1004.1,1003.9000000000001,0.39999999999997726,"mini_flash_crash",1768680499.6920166
162,1003.7,1004.1,1003.9000000000001,0.39999999999997726,"mini_flash_crash",1768680499.6958745
163,1003.6,1004.2,1003.9000000000001,0.6000000000000227,"mini_flash_crash",1768680499.6993685
164,1003.6,1004.2,1003.9000000000001,0.6000000000000227,"mini_flash_crash",1768680499.7023697
165,1003.5,1004.3,1003.9,0.7999999999999545,"mini_flash_crash",1768680499.705496
166,1003.1,1004.7,1003.9000000000001,1.6000000000000227,"mini_flash_crash",1768680499.709441
167,1003.6,1003.9,1003.75,0.2999999999999545,"mini_flash_crash",1768680499.7131345
168,1003.2,1004.3,1003.75,1.099999999999909,"mini_flash_crash",1768680499.7164044
169,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.7203236
170,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7253425
171,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.728528
172,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7355428
173,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.7396436
174,1002.5,1005,1003.75,2.5,"mini_flash_crash",1768680499.7436168
175,1003.7,1003.9,1003.8,0.1999999999999318,"mini_flash_crash",1768680499.7474523
176,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7518928
177,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7594554
178,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7632601
179,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.767447
180,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7705843
181,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7737403
182,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.7782972
183,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.781604
184,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.785016
185,1003.7,1003.8,1003.75,0.09999999999990905,"mini_flash_crash",1768680499.788223
186,1003.5,1003.8,1003.65,0.2999999999999545,"mini_flash_crash",1768680499.7912984
187,1003.5,1003.8,1003.65,0.2999999999999545,"mini_flash_crash",1768680499.7988908
188,1003.4,1003.8,1003.5999999999999,0.39999999999997726,"mini_flash_crash",1768680499.8034024
189,1003.1,1003.8,1003.45,0.6999999999999318,"mini_flash_crash",1768680499.8065002
190,1003.4,1004.2,1003.8,0.8000000000000682,"mini_flash_crash",1768680499.8110344
191,1003.4,1004.4,1003.9,1,"mini_flash_crash",1768680499.8143363
192,1003.4,1004.7,1004.05,1.3000000000000682,"mini_flash_crash",1768680499.8172772
193,1003.5,1004.1,1003.8,0.6000000000000227,"mini_flash_crash",1768680499.8203876
194,1003.5,1004.1,1003.8,0.6000000000000227,"mini_flash_crash",1768680499.8508048
195,1003.5,1004.1,1003.8,0.6000000000000227,"mini_flash_crash",1768680499.8554013
196,1003.8,1004.1,1003.95,0.3000000000000682,"mini_flash_crash",1768680499.8584864
197,1003.8,1004.5,1004.15,0.7000000000000455,"mini_flash_crash",1768680499.8614705
198,1004.1,1004.2,1004.1500000000001,0.10000000000002274,"mini_flash_crash",1768680499.8651392
199,1003.8,1004.2,1004,0.40000000000009095,"mini_flash_crash",1768680499.8697274
200,1003.9,1004.1,1004,0.20000000000004547,"mini_flash_crash",1768680499.8741777
201,1003.8,1004.2,1004,0.40000000000009095,"mini_flash_crash",1768680499.8777914
202,1003.8,1004.2,1004,0.40000000000009095,"mini_flash_crash",1768680499.8814654
203,1003.8,1004.3,1004.05,0.5,"mini_flash_crash",1768680499.8852873
204,1004,1004.2,1004.1,0.20000000000004547,"mini_flash_crash",1768680499.8886669
205,1004,1004.2,1004.1,0.20000000000004547,"mini_flash_crash",1768680499.891855
206,1004,1004.2,1004.1,0.20000000000004547,"mini_flash_crash",1768680499.8951988
207,1003.8,1004.4,1004.0999999999999,0.6000000000000227,"mini_flash_crash",1768680499.898923
208,1003.9,1004.3,1004.0999999999999,0.39999999999997726,"mini_flash_crash",1768680499.9026678
209,1003.9,1004.3,1004.0999999999999,0.39999999999997726,"mini_flash_crash",1768680499.9059947
210,1003.8,1004.4,1004.0999999999999,0.6000000000000227,"mini_flash_crash",1768680499.9093328
211,1004,1004.2,1004.1,0.20000000000004547,"mini_flash_crash",1768680499.9133117
212,1004,1004.1,1004.05,0.10000000000002274,"mini_flash_crash",1768680499.917276
213,1004,1004.1,1004.05,0.10000000000002274,"mini_flash_crash",1768680499.9205115
214,1004,1004.1,1004.05,0.10000000000002274,"mini_flash_crash",1768680499.9240925
215,1003.8,1004.1,1003.95,0.3000000000000682,"mini_flash_crash",1768680499.9273703
216,1003.4,1004.1,1003.75,0.7000000000000455,"mini_flash_crash",1768680499.931998
217,1003.4,1003.8,1003.5999999999999,0.39999999999997726,"mini_flash_crash",1768680499.935471
218,1003.6,1003.7,1003.6500000000001,0.10000000000002274,"mini_flash_crash",1768680499.9393163
219,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.9425523
220,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.945552
221,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.9489677
222,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.9528494
223,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.9563727
224,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.9594593
225,1003.6,1003.8,1003.7,0.1999999999999318,"mini_flash_crash",1768680499.962784
226,1003.6,1003.7,1003.6500000000001,0.10000000000002274,"mini_flash_crash",1768680499.966366
227,1001.2,1003.7,1002.45,2.5,"mini_flash_crash",1768680499.9707675
228,1001.9,1003,1002.45,1.1000000000000227,"mini_flash_crash",1768680499.9745133
229,1002.4,1002.6,1002.5,0.20000000000004547,"mini_flash_crash",1768680499.9787743
230,1002,1003,1002.5,1,"mini_flash_crash",1768680499.9818907
231,1001.4,1003.5,1002.45,2.1000000000000227,"mini_flash_crash",1768680499.985405
232,1002.4,1003.6,1003,1.2000000000000455,"mini_flash_crash",1768680499.9882228
233,1002.6,1003.4,1003,0.7999999999999545,"mini_flash_crash",1768680499.9913268
234,1002.9,1003.1,1003,0.20000000000004547,"mini_flash_crash",1768680499.994316
235,1002.9,1003.1,1003,0.20000000000004547,"mini_flash_crash",1768680499.9974298
236,1003,1003.1,1003.05,0.10000000000002274,"mini_flash_crash",1768680500.001761
237,1003,1003.1,1003.05,0.10000000000002274,"mini_flash_crash",1768680500.0065515
238,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.0123944
239,1003,1003.9,1003.45,0.8999999999999773,"mini_flash_crash",1768680500.0159936
240,1003.3,1003.6,1003.45,0.3000000000000682,"mini_flash_crash",1768680500.0191948
241,1003.2,1003.7,1003.45,0.5,"mini_flash_crash",1768680500.023092
242,1003.2,1003.7,1003.45,0.5,"mini_flash_crash",1768680500.0260842
243,1003.2,1003.7,1003.45,0.5,"mini_flash_crash",1768680500.0308115
244,1003,1003.5,1003.25,0.5,"mini_flash_crash",1768680500.0341163
245,1003,1003.5,1003.25,0.5,"mini_flash_crash",1768680500.0375261
246,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.040602
247,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.0439699
248,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.0473518
249,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.0507252
250,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.062616
251,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.068019
252,1003,1003.3,1003.15,0.2999999999999545,"mini_flash_crash",1768680500.071382
253,1003,1003.2,1003.1,0.20000000000004547,"mini_flash_crash",1768680500.0740843
254,1003,1003.1,1003.05,0.10000000000002274,"mini_flash_crash",1768680500.0773792
255,1003,1003.4,1003.2,0.39999999999997726,"mini_flash_crash",1768680500.0817637
256,1003,1003.5,1003.25,0.5,"mini_flash_crash",1768680500.087258
257,1003.2,1003.4,1003.3,0.1999999999999318,"mini_flash_crash",1768680500.0903983
258,1003.2,1003.4,1003.3,0.1999999999999318,"mini_flash_crash",1768680500.093848
259,1003.3,1003.8,1003.55,0.5,"mini_flash_crash",1768680500.0970757
260,1002.8,1003.8,1003.3,1,"mini_flash_crash",1768680500.1007576
261,1002.8,1003.8,1003.3,1,"mini_flash_crash",1768680500.1040995
262,1003.1,1003.5,1003.3,0.39999999999997726,"mini_flash_crash",1768680500.1078935
263,1003.3,1003.4,1003.3499999999999,0.10000000000002274,"mini_flash_crash",1768680500.1114008
264,1002.3,1004.3,1003.3,2,"mini_flash_crash",1768680500.1145852
265,1002.6,1003.3,1002.95,0.6999999999999318,"mini_flash_crash",1768680500.117298
266,1002.6,1003.9,1003.25,1.2999999999999545,"mini_flash_crash",1768680500.1212478
267,1002,1003.9,1002.95,1.8999999999999773,"mini_flash_crash",1768680500.1239636
268,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.127312
269,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1304245
270,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.134751
271,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1383603
272,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1429458
273,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1477668
274,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1512082
275,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1554387
276,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1585038
277,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1634648
278,1002.9,1003,1002.95,0.10000000000002274,"mini_flash_crash",1768680500.1664188
279,1002.7,1003,1002.85,0.2999999999999545,"mini_flash_crash",1768680500.1697204
280,1002.1,1002.9,1002.5,0.7999999999999545,"mini_flash_crash",1768680500.1730244
281,1002.4,1002.6,1002.5,0.20000000000004547,"mini_flash_crash",1768680500.1764657
282,1002.2,1002.8,1002.5,0.599999999999909,"mini_flash_crash",1768680500.180159
283,1002.4,1002.6,1002.5,0.20000000000004547,"mini_flash_crash",1768680500.1838
284,1002.4,1002.6,1002.5,0.20000000000004547,"mini_flash_crash",1768680500.1877334
285,1002.5,1002.9,1002.7,0.39999999999997726,"mini_flash_crash",1768680500.1913424
286,1002.5,1002.9,1002.7,0.39999999999997726,"mini_flash_crash",1768680500.1948411
287,1000.9,1002.9,1001.9,2,"mini_flash_crash",1768680500.198361
288,1001.8,1002,1001.9,0.20000000000004547,"mini_flash_crash",1768680500.2027879
289,1001.8,1002,1001.9,0.20000000000004547,"mini_flash_crash",1768680500.206452
290,1001.8,1002,1001.9,0.20000000000004547,"mini_flash_crash",1768680500.210886
291,1001.9,1002,1001.95,0.10000000000002274,"mini_flash_crash",1768680500.215409
292,1001.9,1002,1001.95,0.10000000000002274,"mini_flash_crash",1768680500.2209892
293,1001.6,1002.3,1001.95,0.6999999999999318,"mini_flash_crash",1768680500.2267933
294,1001.9,1002.1,1002,0.20000000000004547,"mini_flash_crash",1768680500.2319608
295,1001.4,1002.6,1002,1.2000000000000455,"mini_flash_crash",1768680500.2360663
296,1001.4,1002.6,1002,1.2000000000000455,"mini_flash_crash",1768680500.2398934
297,1001.4,1002.6,1002,1.2000000000000455,"mini_flash_crash",1768680500.2429497
298,1001.1,1002.9,1002,1.7999999999999545,"mini_flash_crash",1768680500.2462962
299,1001.8,1002,1001.9,0.20000000000004547,"mini_flash_crash",1768680500.2506235
300,1001.8,1001.9,1001.8499999999999,0.10000000000002274,"mini_flash_crash",1768680500.2558625
301,1001.4,1001.9,1001.65,0.5,"mini_flash_crash",1768680500.25934
302,1001.4,1001.9,1001.65,0.5,"mini_flash_crash",1768680500.2625432
303,1001.4,1001.9,1001.65,0.5,"mini_flash_crash",1768680500.2654774
304,1001.6,1001.8,1001.7,0.1999999999999318,"mini_flash_crash",1768680500.26913
305,1001.6,1001.7,1001.6500000000001,0.10000000000002274,"mini_flash_crash",1768680500.276587
306,1001,1001.7,1001.35,0.7000000000000455,"mini_flash_crash",1768680500.2804496
307,1001.2,1001.5,1001.35,0.2999999999999545,"mini_flash_crash",1768680500.2835047
308,1001.3,1001.4,1001.3499999999999,0.10000000000002274,"mini_flash_crash",1768680500.2874324
309,1001.3,1001.4,1001.3499999999999,0.10000000000002274,"mini_flash_crash",1768680500.2908907
310,1001.3,1001.4,1001.3499999999999,0.10000000000002274,"mini_flash_crash",1768680500.29368
311,1001.3,1001.5,1001.4,0.20000000000004547,"mini_flash_crash",1768680500.298031
312,1000.5,1002.2,1001.35,1.7000000000000455,"mini_flash_crash",1768680500.3013437
313,999.7,1003,1001.35,3.2999999999999545,"mini_flash_crash",1768680500.3055637
314,1001.3,1001.5,1001.4,0.20000000000004547,"mini_flash_crash",1768680500.3088243
315,999.8,1003,1001.4,3.2000000000000455,"mini_flash_crash",1768680500.312146
316,1001,1001.4,1001.2,0.39999999999997726,"mini_flash_crash",1768680500.3160076
317,1001,1001.4,1001.2,0.39999999999997726,"mini_flash_crash",1768680500.3191862
318,1000,1001.4,1000.7,1.3999999999999773,"mini_flash_crash",1768680500.3220816
